DATA_SOURCE,Unique_Project_ID,Project_Name,Bay_Segment,Lead_Entity,Project_Activity,Project_Technology,Completion_Date,TN_Reduction_lbs_yr,ProjectLatitude,ProjectLongitude,Acres,ActualProjectCost,MAC_Notes,
TBEP_APDB_1992-2016,OSS_Syn_0386,Repowering Gannon Power Plant - Bayside Facility,Lower Tampa Bay,TECO,Nonpoint_Source,Atmospheric_Deposition,2003,2915,27.734344,-82.403848,,NA,"updated, dup of 1128?",
TBEP_APDB_1992-2016,OSS_Syn_0387,Alligator Lake Restoration,Old Tampa Bay,Pinellas County,Habitat_Establishment,FW_Wetlands,2011,NA,27.981774,-82.697953,,NA,"updated, mid point of lake",
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0388,Fred & Idah Schultz Preserve (Port Redwing),,SWFWMD-SWIM,Habitat_Establishment,Saltmarsh,2004,,27.811021,-82.391202,120,"$1,800,000.00 ",upddated,
TBEP_APDB_1992-2016,OSS_Syn_0389,North Dale Mabry Highway Stormwater Retrofit & Wetland Restoration,Old Tampa Bay,FDOT,Nonpoint_Source,BMP_Treatment_Train,2012,900,28.127894,-82.502205,,,used FDOT ,
TBEP_APDB_1992-2016,OSS_Syn_0390,South County Reuse System,Hillsborough Bay,Hillsborough County,Point_Source,Increase_Reuse,1995,35451,27.800154,-82.382987,,NA,used plant address,
TBEP_APDB_1992-2016,OSS_Syn_0391,City of Plant City proposed reuse by reclaimed water irrigation at Walden Lake Golf course,Hillsborough Bay,City of Plant City,Point_Source,Increase_Reuse,2012,1600.2,27.994104,-82.154207,,,Walden Lake Golf Course,
TBEP_APDB_1992-2016,OSS_Syn_0392,12th Street Forcemain Replacement,Hillsborough Bay,City of Tampa,Point_Source,Management,2009,NA,28.018916,-82.447264,,13000000,,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0393,2000 TBW Homeowner Oyster Restoration-Middle Tampa Bay,,TBW,Habitat_Establishment,Oyster_Habitat,2000,,27.484764,-82.354089,NA,NA,,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0394,2001 TBW Homeowner Oyster Restoration-Lower Tampa Bay,,TBW,Habitat_Establishment,Oyster_Habitat,2001,,27.441202,-82.431214,NA,NA,,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0395,2001 TBW Homeowner Oyster Restoration-Middle Tampa Bay,,TBW,Habitat_Establishment,Oyster_Habitat,2001,,27.48341,-82.355572,NA,NA,,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0396,2001 TBW Homeowner Oyster Restoration-Upper Tampa Bay,,TBW,Habitat_Establishment,Oyster_Habitat,2001,,27.554056,-82.320287,NA,NA,,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0397,2002 TBW Homeowner Oyster Restoration-Lower Tampa Bay,,TBW,Habitat_Establishment,Oyster_Habitat,2002,,27.434273,-82.440625,NA,NA,,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0398,2002 TBW Homeowner Oyster Restoration-Middle Tampa Bay,,TBW,Habitat_Establishment,Oyster_Habitat,2002,,27.472036,-82.36524,NA,NA,,
TBEP_APDB_1992-2016,OSS_Syn_0399,58th Street North Sewer Extension Project,Old Tampa Bay,City of Largo,Nonpoint_Source,Send_to_WWTP,2006,NA,28.012172,-82.609611,,NA,,
TBEP_APDB_1992-2016,OSS_Syn_0400,8th Biennial Conference of Stormwater Research & Watershed Management,All Segments,SWFWMD,Nonpoint_Source,Education,2004,NA,27.86714745,-82.35780285,,NA,,
USEPA_GPRA_2008-2017,OSS_Syn_0401,Abercrombie Park Oyster Reef Creation Project,,"Tampa Bay Watch, Inc.",Habitat_Establishment,Oyster_Habitat,2016,,27.811,-82.749,0.04,"$20,000.00",,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0402,Alafia River (Park Road (Park South Area C) Mitigation),,Hillsborough County,Habitat_Establishment,FW_Wetlands,1996,,27.999769,-82.105371,0.635,NA,,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0403,Alafia River (Tropical Acres (South Area B) Mitigation),,Hillsborough County,Habitat_Enhancement,Exotic_Control,2000,,27.819212,-82.285483,0.25,NA,,
USEPA_GPRA_2008-2017,OSS_Syn_0404,Alafia South Prong,,,Habitat_Protection,Acquisition,2009,,27.836,-82.119,80,"$185,000.00",,
USEPA_GPRA_2008-2017,OSS_Syn_0405,Allen’s Creek Management Area Exotic Vegetation Control,,,Habitat_Enhancement,Exotic_Control,2015,,27.93,-82.741,4,"$29,379.00",,
USEPA_GPRA_2008-2017,OSS_Syn_0406,Alligator Lake Habitat Restoration,,,Habitat_Enhancement,Exotic_Control,2015,,28.981,-82.702,18.64,"$1,750,000.00",,
USEPA_GPRA_2008-2017,OSS_Syn_0407,Alligator Lake Habitat Restoration,,,Habitat_Establishment,Uplands,2013,,28.981,-82.702,18.64,"$1,750,000.00",,
USEPA_GPRA_2008-2017,OSS_Syn_0408,Alligator Lake Habitat Restoration,,,Habitat_Enhancement,Exotic_Control,2012,,28.981,-82.702,18.64,"$1,750,000.00",,
USEPA_GPRA_2008-2017,OSS_Syn_0409,Alligator Lake Wetland Creation and Stormwater Treatment Project,,,Habitat_Establishment,FW_Wetlands,2008,,27.978,-82.703,6,"$650,000.00",,
USEPA_GPRA_2008-2017,OSS_Syn_0410,Anderson Park Exotic Control,,,Habitat_Enhancement,Exotic_Control,2014,,28.084,-82.702,48,"$42,341.00",,
USEPA_GPRA_2008-2017,OSS_Syn_0411,Anderson Park Exotics,,,Habitat_Enhancement,Exotic_Control,2014,,28.13,-82.739,48,"$7,660.00",,
USEPA_GPRA_2008-2017,OSS_Syn_0412,Anderson Park-Melaleuca,,,Habitat_Enhancement,Exotic_Control,2014,,28.136,-82.738,5.5,"$6,479.00",,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0413,Apollo Beach,,SWFWMD-SWIM,Habitat_Establishment,Saltmarsh,2004,,27.790055,-82.416695,37,"$2,236,044.00 ",,
TBEP_APDB_1992-2016,OSS_Syn_0414,Apollo Beach Cargill Park - Land Acquisition,Hillsborough Bay,Hillsborough County,Habitat_Protection,Acquisition,1996,NA,28.019236,-82.21548,,2066258,,
TBEP_APDB_1992-2016,OSS_Syn_0415,Assist businesses in implementing site management practices to reduce stormwater runoff,All Segments,EPCHC,Nonpoint_Source,Education,2000,NA,27.86714745,-82.35780285,,400000,,
TBEP_APDB_1992-2016,OSS_Syn_0416,Atmospheric deposition studies,All Segments,Pinellas County,Nonpoint_Source,Atmospheric_Deposition,2002,NA,27.86714745,-82.35780285,,NA,,
USEPA_GPRA_2008-2017,OSS_Syn_0417,Bahia Beach,,,Habitat_Establishment,Uplands,2014,,27.726,-82.461,148,"$1,800,000.00",,
USEPA_GPRA_2008-2017,OSS_Syn_0418,Bahia Beach Coastal Restoration,,,Habitat_Enhancement,Uplands,2013,,27.726,-82.462,4,"$40,413.00",,
USEPA_GPRA_2008-2017,OSS_Syn_0419,Bahia Beach Nature Preserve,,,Habitat_Enhancement,Exotic_Control,2015,,27.722,-82.468,80,"$56,000.00",,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0420,Ballast Point Habitat Restoration,,TBW,Habitat_Establishment,Oyster_Habitat,2004,,27.838,-82.4622,0.02,NA,,
USEPA_GPRA_2008-2017,OSS_Syn_0421,Balm Boyette Scrub Preserve,,Hillsborough County,Habitat_Enhancement,Uplands,2017,,27.786,-82.246,13,"$16,500.00",,
USEPA_GPRA_2008-2017,OSS_Syn_0422,Balm Boyette Scrub Preserve,,,Habitat_Enhancement,Uplands,2015,,27.78,-82.257,97,"$293,354.00",,
TBEP_APDB_1992-2016,OSS_Syn_0423,Balm Scrub - Land Acquisition,Hillsborough Bay,Hillsborough County,Habitat_Protection,Acquisition,1997,NA,28.019236,-82.21548,,3183740,,
USEPA_GPRA_2008-2017,OSS_Syn_0424,Balm Scrub Addition,,,Habitat_Enhancement,Exotic_Control,2015,,27.723,-82.294,430,"$89,000.00",,
TBEP_APDB_1992-2016,OSS_Syn_0425,Bartow Operations Effluent Treatment Wetland System,Hillsborough Bay,Mosaic,Point_Source,PS_Treatment,2011,880,27.768537,-81.943245,,NA,,
USEPA_GPRA_2008-2017,OSS_Syn_0426,Bay Pines,,,Habitat_Enhancement,Exotic_Control,2012,,27.811,-82.786,12,"$22,932.00",,
USEPA_GPRA_2008-2017,OSS_Syn_0427,Bay Vista Park Oyster Reef Creation Project,,"Tampa Bay Watch, Inc.",Habitat_Establishment,Oyster_Habitat,2016,,27.704,-82.639,0,"$20,000.00",,
USEPA_GPRA_2008-2017,OSS_Syn_0428,Bayshore Beautiful HOA Seawall Oyster Dome Project,,,Habitat_Establishment,Oyster_Habitat,2011,,27.535,-82.291,0,"$63,440.00",,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0429,Bayshore Boulevard: Phase 2,,TBW,Habitat_Establishment,Oyster_Habitat,2005,,27.894883,-82.485826,0.04,NA,,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0430,Bayshore Boulevard: Phase 3,,TBW,Habitat_Establishment,Oyster_Habitat,2007,,27.90075,-82.48891,0.14,NA,,
USEPA_GPRA_2008-2017,OSS_Syn_0431,Bear Creek Channel Improvements,,,Habitat_Enhancement,Dredging,2015,,27.759,-82.729,7,"$6,500,000.00",,
TBEP_APDB_1992-2016,OSS_Syn_0432,Best Practices for Landscape Bed Cultivation,Hillsborough Bay,City of Tampa,Nonpoint_Source,BMP_Management,2004,NA,28.019236,-82.21548,,10000,,
USEPA_GPRA_2008-2017,OSS_Syn_0433,Bi-Annual Bear Creek Clean-Up,,,Habitat_Enhancement,Management,2011,,27.769,-82.714,0,"$6,750.00",,
TBEP_APDB_1992-2016,OSS_Syn_0434,Big Bend Power Plant improvements,Hillsborough Bay,TECO,Nonpoint_Source,Atmospheric_Deposition,2004,214,28.019236,-82.21548,,NA,,
TBEP_APDB_1992-2016,OSS_Syn_0435,Big Bend Power Plant improvements,Hillsborough Bay,TECO,Nonpoint_Source,Atmospheric_Deposition,2005,570,28.019236,-82.21548,,NA,,
TBEP_APDB_1992-2016,OSS_Syn_0436,Big Bend Power Plant improvements,Hillsborough Bay,TECO,Nonpoint_Source,Atmospheric_Deposition,2004,630,28.019236,-82.21548,,NA,,
TBEP_APDB_1992-2016,OSS_Syn_0437,Big Bend Power Plant improvements,Hillsborough Bay,TECO,Nonpoint_Source,Atmospheric_Deposition,2004,872,28.019236,-82.21548,,NA,,
TBEP_APDB_1992-2016,OSS_Syn_0438,Big Bend Power Plant improvements,Hillsborough Bay,TECO,Nonpoint_Source,Atmospheric_Deposition,2004,1006,28.019236,-82.21548,,NA,,
TBEP_APDB_1992-2016,OSS_Syn_0439,Big Bend Power Plant improvements,Hillsborough Bay,TECO,Nonpoint_Source,Atmospheric_Deposition,2005,1677,28.019236,-82.21548,,NA,,
TBEP_APDB_1992-2016,OSS_Syn_0440,Big Bend Power Plant improvements,Hillsborough Bay,TECO,Nonpoint_Source,Atmospheric_Deposition,2005,2676,28.019236,-82.21548,,NA,,
TBEP_APDB_1992-2016,OSS_Syn_0441,Big Bend Power Plant improvements,Lower Tampa Bay,TECO,Nonpoint_Source,Atmospheric_Deposition,2004,709,27.59344,-82.675961,,NA,,
TBEP_APDB_1992-2016,OSS_Syn_0442,Big Bend Power Plant improvements,Lower Tampa Bay,TECO,Nonpoint_Source,Atmospheric_Deposition,2005,1886,27.59344,-82.675961,,NA,,
TBEP_APDB_1992-2016,OSS_Syn_0443,Big Bend Power Plant improvements,Middle Tampa Bay,TECO,Nonpoint_Source,Atmospheric_Deposition,2004,289,27.662673,-82.215645,,NA,,
TBEP_APDB_1992-2016,OSS_Syn_0444,Big Bend Power Plant improvements,Middle Tampa Bay,TECO,Nonpoint_Source,Atmospheric_Deposition,2005,769,27.662673,-82.215645,,NA,,
TBEP_APDB_1992-2016,OSS_Syn_0445,Big Bend Power Plant improvements,Old Tampa Bay,TECO,Nonpoint_Source,Atmospheric_Deposition,2004,942,28.012172,-82.609611,,NA,,
TBEP_APDB_1992-2016,OSS_Syn_0446,Big Bend Power Plant improvements,Old Tampa Bay,TECO,Nonpoint_Source,Atmospheric_Deposition,2005,2507,28.012172,-82.609611,,NA,,
TBEP_APDB_1992-2016,OSS_Syn_0447,Bishop Creek Streambank Protection,Old Tampa Bay,SWFWMD,Nonpoint_Source,BMP_Management,2002,3.3,28.012172,-82.609611,,510000,,
USEPA_GPRA_2008-2017,OSS_Syn_0448,Blackwater Creek Preseve,,,Habitat_Enhancement,Uplands,2015,,28.132,-82.176,650,"$37,500.00",,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0449,Bloomingdale Providence Mitigation,,Hillsborough County,Habitat_Establishment,FW_Wetlands,2003,,27.884955,-82.319796,5.91,NA,,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0450,Boca Ciega: Phase 1,,SWFWMD-SWIM,Habitat_Establishment,Saltmarsh,1992,,27.832504,-82.812558,3.5,"$56,365.00 ",,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0451,Boca Ciega: Phase 2,,SWFWMD - SWIM,Habitat_Establishment,Saltmarsh,1993,,27.832504,-82.812558,1,NA,,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0452,Boca Ciega: Phase 3,,SWFWMD-SWIM,Habitat_Establishment,Saltmarsh,1999,,27.832504,-82.812558,2.5,"$225,000.00 ",,
USEPA_GPRA_2008-2017,OSS_Syn_0453,Booker Creek Habitat Restoration at Campbell Park,,,Habitat_Enhancement,Exotic_Control,2013,,27.783,-82.662,0,"$4,900.00",,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0454,Braden River: Phase 1 (SR64),,SWFWMD-SWIM,Habitat_Establishment,Saltmarsh,2000,,27.49809,-82.521931,10,"$64,704.00 ",,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0455,Braden River: Phase 2 (SR70),,SWFWMD-SWIM,Habitat_Establishment,Saltmarsh,1999,,27.450251,-82.491132,10,"$46,000.00 ",,
USEPA_GPRA_2008-2017,OSS_Syn_0456,Brooker Creek Buffer,,,Habitat_Protection,Acquisition,2009,,28.138,-82.648,66,"$1,200,000.00",,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0457,Brooker Creek Channel F,,SWFWMD-SWIM,Habitat_Establishment,FW_Wetlands,2005,,28.078317,-82.676179,0.2,"$1,001,440.00 ",,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0458,Brooker Creek Channel L,,SWFWMD-SWIM,Habitat_Establishment,FW_Wetlands,2005,,28.119026,-82.653319,4,"$919,590.00 ",,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0459,Brooker Creek Preserve - Mt. Brooker exotics removal,,Pinellas County,Habitat_Enhancement,Exotic_Control,2004,,28.065278,-82.675,100,"$21,375.00 ",,
USEPA_GPRA_2008-2017,OSS_Syn_0460,Brooker Creek Preserve - Pine Ridge Area Invasive Plant Management,,,Habitat_Enhancement,Exotic_Control,2011,,28.69,-82.122,5.5,"$11,621.00",,
USEPA_GPRA_2008-2017,OSS_Syn_0461,Brooker Creek Preserve - South Invasive Plant Management,,,Habitat_Enhancement,Exotic_Control,2012,,28.065,-82.689,20,"$22,380.00",,
USEPA_GPRA_2008-2017,OSS_Syn_0462,Brooker Creek Preserve - South Invasive Plant Management,,,Habitat_Enhancement,Exotic_Control,2011,,28.065,-82.689,14,"$16,211.00",,
USEPA_GPRA_2008-2017,OSS_Syn_0463,Brooker Creek Preserve Flatwoods Restoration,,,Habitat_Enhancement,Uplands,2015,,28.104,-82.658,250,"$296,250.00",,
USEPA_GPRA_2008-2017,OSS_Syn_0464,Brooker Creek Preserve Pine Ridge Invasive Plant Management,,,Habitat_Enhancement,Exotic_Control,2012,,28.69,-82.122,5.5,"$8,567.00",,
USEPA_GPRA_2008-2017,OSS_Syn_0465,Brooker Creek Preserve Prescribed Burn – Unit: Northeast,,,Habitat_Enhancement,Uplands,2015,,28.144,-82.652,21,"$1,015.00",,
USEPA_GPRA_2008-2017,OSS_Syn_0466,Brooker Creek Preserve Prescribed Burn – Unit: Red Trail,,,Habitat_Enhancement,Uplands,2015,,28.097,-82.656,66,"$4,090.00",,
USEPA_GPRA_2008-2017,OSS_Syn_0467,Brooker Creek Preserve Prescribed Burn – Unit: Twisted Pine Trail,,,Habitat_Enhancement,Uplands,2015,,28.093,-82.654,59,"$4,090.00",,
USEPA_GPRA_2008-2017,OSS_Syn_0468,Brooker Creek Preserve Prescribed Burn – Unit: Whispering Lakes West,,,Habitat_Enhancement,Uplands,2015,,28.141,-82.662,9,"$3,275.00",,
USEPA_GPRA_2008-2017,OSS_Syn_0469,Brooker Creek Preserve Prescribed Burn (Unit North Diagonal West),,,Habitat_Enhancement,Uplands,2011,,28.122,-82.681,5,"$4,650.00",,
USEPA_GPRA_2008-2017,OSS_Syn_0470,Brooker Creek Preserve Prescribed Burn (Unit-Diagonal Ponds East),,,Habitat_Enhancement,Uplands,2011,,28.12,-82.673,21,"$3,150.00",,
USEPA_GPRA_2008-2017,OSS_Syn_0471,Brooker Creek Preserve Prescribed Burn (Unit-Glenridge),,,Habitat_Enhancement,Uplands,2011,,28.101,-82.672,8,"$2,321.00",,
USEPA_GPRA_2008-2017,OSS_Syn_0472,Brooker Creek Preserve Prescribed Burn (Unit-Lora Lane to Diagonal),,,Habitat_Enhancement,Uplands,2012,,28.116,-82.672,22,"$3,000.00",,
USEPA_GPRA_2008-2017,OSS_Syn_0473,Brooker Creek Preserve Prescribed Burn (Unit-Worthington Cir),,,Habitat_Enhancement,Uplands,2012,,28.117,-82.684,12,"$3,000.00",,
USEPA_GPRA_2008-2017,OSS_Syn_0474,Brooker Creek Preserve Wilde Tract Acquisition,,,Habitat_Protection,Acquisition,2009,,28.148,-82.658,771,"$15,500,000.00",,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0475,Brooker Creek Preserve-Education Center Mitigation,,Pinellas County,Habitat_Establishment,FW_Wetlands,2006,,28.068889,-82.688333,3.88,"$29,500.00 ",,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0476,Brooker Creek Preserve-Flatwoods Restoration,,Pinellas County,Habitat_Enhancement,Exotic_Control,2005,,28.125278,-82.655,26,NA,,
USEPA_GPRA_2008-2017,OSS_Syn_0477,Bullfrog Creek Scrub Preserve,,,Habitat_Enhancement,Hydrologic_Restoration,2015,,27.837,-82.382,302,"$58,280.00",,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0478,Bullfrog/Wolf (Sumner Road Mitgation),,Hillsborough County,Habitat_Establishment,FW_Wetlands,1999,,27.756927,-82.324464,3.83,NA,,
USEPA_GPRA_2008-2017,OSS_Syn_0479,Cabbage Key Exotic Vegetation Removal,,,Habitat_Enhancement,Exotic_Control,2011,,27.667,-82.725,4.5,"$43,660.00",,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0480,Cabbagehead Bayou,,FDOT?,Habitat_Enhancement,Hydrologic_Restoration,1989,,27.998175,-82.617238,50,NA,,
USEPA_GPRA_2008-2017,OSS_Syn_0481,Canterbury School Bay Restoration,,,Habitat_Establishment,Oyster_Habitat,2011,,27.855,-82.617,0,"$2,925.00",,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0482,Cargill Park Salt Marsh Planting,,Hillsborough County,Habitat_Enhancement,Saltmarsh,2004,,27.8644,-82.3824,0.01,NA,,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0483,Cargill South Parcel,,FDEP,Habitat_Enhancement,Exotic_Control,1995,,27.84223,-82.390065,50,"$800,000.00 ",,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0484,Cargill South Parcel,,FDEP,Habitat_Enhancement,Hydrologic_Restoration,1995,,27.84223,-82.390065,50,"$800,000.00 ",,
TBEP_APDB_1992-2016,OSS_Syn_0485,CF Industries Product Conveyor System Upgrade,Hillsborough Bay,Mosaic,Point_Source,BMP_On_Site,1993,19600,27.927192,-82.435207,,NA,,
TBEP_APDB_1992-2016,OSS_Syn_0486,CF Industries Stormwater Management System Project,Hillsborough Bay,Mosaic,Point_Source,BMP_On_Site,1997,NA,27.927192,-82.435207,,NA,,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0487,Channel A,,FDNR,Habitat_Establishment,Mangroves,1980,,27.999111,-82.616707,2,NA,,
TBEP_APDB_1992-2016,OSS_Syn_0488,Channel B Stabilization,Old Tampa Bay,City of Clearwater,Nonpoint_Source,BMP_Management,2001,NA,28.012172,-82.609611,,503000,,
TBEP_APDB_1992-2016,OSS_Syn_0489,Citrus Conversion to Micro-Irrigation,Hillsborough Bay,Hillsborough County,Nonpoint_Source,BMP_Agricultural,1995,14,28.019236,-82.21548,,NA,,
TBEP_APDB_1992-2016,OSS_Syn_0490,Citrus Conversion to Micro-Irrigation,Hillsborough Bay,Hillsborough County,Nonpoint_Source,BMP_Agricultural,1995,87.5,28.019236,-82.21548,,NA,,
TBEP_APDB_1992-2016,OSS_Syn_0491,Citrus Conversion to Micro-Irrigation,Hillsborough Bay,Hillsborough County,Nonpoint_Source,BMP_Agricultural,1995,109.7,28.019236,-82.21548,,NA,,
TBEP_APDB_1992-2016,OSS_Syn_0492,Citrus Conversion to Micro-Irrigation,Lower Tampa Bay,Manatee County CES,Nonpoint_Source,BMP_Agricultural,2000,26.1,27.59344,-82.675961,,NA,,
TBEP_APDB_1992-2016,OSS_Syn_0493,Citrus Conversion to Micro-Irrigation,Lower Tampa Bay,Manatee County CES,Nonpoint_Source,BMP_Agricultural,1995,197.4,27.59344,-82.675961,,NA,,
TBEP_APDB_1992-2016,OSS_Syn_0494,Citrus Conversion to Micro-Irrigation,Middle Tampa Bay,Manatee County CES,Nonpoint_Source,BMP_Agricultural,2000,0.9,27.662673,-82.215645,,NA,,
TBEP_APDB_1992-2016,OSS_Syn_0495,Citrus Conversion to Micro-Irrigation,Middle Tampa Bay,Hillsborough County,Nonpoint_Source,BMP_Agricultural,1995,6.3,27.662673,-82.215645,,NA,,
TBEP_APDB_1992-2016,OSS_Syn_0496,Citrus Conversion to Micro-Irrigation,Middle Tampa Bay,Manatee County CES,Nonpoint_Source,BMP_Agricultural,1995,6.5,27.662673,-82.215645,,NA,,
TBEP_APDB_1992-2016,OSS_Syn_0497,Citrus Conversion to Micro-Irrigation,Middle Tampa Bay,Manatee County CES,Nonpoint_Source,BMP_Agricultural,2000,37.8,27.662673,-82.215645,,NA,,
TBEP_APDB_1992-2016,OSS_Syn_0498,Citrus Conversion to Micro-Irrigation,Middle Tampa Bay,Hillsborough County,Nonpoint_Source,BMP_Agricultural,1995,61.7,27.662673,-82.215645,,NA,,
TBEP_APDB_1992-2016,OSS_Syn_0499,Citrus Conversion to Micro-Irrigation,Middle Tampa Bay,Manatee County CES,Nonpoint_Source,BMP_Agricultural,1995,285.8,27.662673,-82.215645,,NA,,
TBEP_APDB_1992-2016,OSS_Syn_0500,Citrus Conversion to Micro-Irrigation,Old Tampa Bay,Hillsborough County,Nonpoint_Source,BMP_Agricultural,1995,15.9,28.012172,-82.609611,,NA,,
TBEP_APDB_1992-2016,OSS_Syn_0501,Citywide Drainage Improvement Projects,Old Tampa Bay,City of Largo,Nonpoint_Source,BMP_Management,2001,NA,28.012172,-82.609611,,250000,,
TBEP_APDB_1992-2016,OSS_Syn_0502,City-Wide Reclaimed Water Service,Old Tampa Bay,City of Clearwater,Point_Source,Increase_Reuse,2011,NA,27.964688,-82.744732,,NA,,
USEPA_GPRA_2008-2017,OSS_Syn_0503,Clam Bayou Marine Education Center Restoration Project II,,,Habitat_Enhancement,Exotic_Control,2009,,27.736,-82.691,0,"$25,000.00",,
USEPA_GPRA_2008-2017,OSS_Syn_0504,Clam Bayou Native Planting,,,Habitat_Enhancement,Exotic_Control,2011,,27.741,-82.687,0.25,"$4,400.00",,
USEPA_GPRA_2008-2017,OSS_Syn_0505,Clam Bayou Phase 3,,,Habitat_Establishment,Uplands,2012,,27.743,-82.685,28.36,"$9,013,772.00",,
USEPA_GPRA_2008-2017,OSS_Syn_0506,Cockroach Bay Aquatic Preserve,,,Habitat_Establishment,Saltmarsh,2012,,27.822,-82.472,10,"$15,275.00",,
USEPA_GPRA_2008-2017,OSS_Syn_0507,Cockroach Bay Aquatic Preserve Salt Barren Restoration,,,Habitat_Establishment,Salt_Barren,2010,,27.684,-82.513,26,"$200,000.00",,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0508,Cockroach Bay Freshwater Wetlands,,Hillsborough County Expressway Authority,Habitat_Establishment,FW_Wetlands,2003,,27.689836,-82.507512,25,NA,,
TBEP_APDB_1992-2016,OSS_Syn_0509,Cockroach Bay Regional Stormwater Treatment Facility,Middle Tampa Bay,SWFWMD,Nonpoint_Source,BMP_Stormwater_Pond,1997,NA,27.662673,-82.215645,,780000,,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0510,Cockroach Bay: Phase 1B,,SWFWMD-SWIM,Habitat_Establishment,FW_Wetlands,1997,,27.686144,-82.499258,24.5,NA,,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0511,Cockroach Bay: Phase 1B2,,SWFWMD-SWIM,Habitat_Establishment,Saltmarsh,1996,,27.684603,-82.499355,18.5,NA,,
TBEP_APDB_1992-2016,OSS_Syn_0512,Conference on Ecosystems Restoration & Creation,All Segments,TBEP,Habitat_Protection,Education,2004,NA,27.86714745,-82.35780285,,NA,,
USEPA_GPRA_2008-2017,OSS_Syn_0513,Cow Branch Invasive Plant Management,,,Habitat_Enhancement,Exotic_Control,2012,,28.072,-82.713,1.4,"$2,074.00",,
USEPA_GPRA_2008-2017,OSS_Syn_0514,Cow Branch Invasive Plant Management,,,Habitat_Enhancement,Exotic_Control,2011,,28.072,-82.713,1.4,"$2,492.00",,
TBEP_APDB_1992-2016,OSS_Syn_0515,Creative Drive Outfall Project,Hillsborough Bay,Polk County,Nonpoint_Source,BMP_Management,2006,NA,27.96387,-81.968871,,218225,,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0516,CSX MacDill/Port Tampa,,Hillsborough County,Habitat_Enhancement,Hydrologic_Restoration,2005,,27.948088,-82.424804,220,"$220,000.00 ",,
TBEP_APDB_1992-2016,OSS_Syn_0517,CSXT Rockport Terminal Non-Contact Storm Water Mgmt,Hillsborough Bay,CSX Transportation,Point_Source,BMP_On_Site,2011,NA,27.915475,-82.420308,,NA,,
USEPA_GPRA_2008-2017,OSS_Syn_0518,Cunningham Key Oyster Dome Project - Phase II,,,Habitat_Establishment,Oyster_Habitat,2008,,27.654,-82.718,0.01,"$5,000.00",,
USEPA_GPRA_2008-2017,OSS_Syn_0519,Curosity Creek Preserve,,,Habitat_Protection,Acquisition,2012,,27.645,-82.513,164,"$4,212,905.00",,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0520,Cypress (Bullard Parkway @ Cypress Creek Mitigation),,Hillsborough County,Habitat_Establishment,FW_Wetlands,2005,,28.157973,-82.396997,1.02,NA,,
USEPA_GPRA_2008-2017,OSS_Syn_0521,Cypress Point Park Beach Restoration,,,Habitat_Enhancement,Management,2008,,27.95,-82.546,0,"$250,000.00",,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0522,Cypress Point Park Restoration,,City of Tampa,Habitat_Enhancement,Exotic_Control,NA,,27.950873,-82.541804,12.7,NA,,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0523,Davis Tract,,SWFWMD-SWIM,Habitat_Establishment,Saltmarsh,2002,,27.829129,-82.387955,60,NA,,
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0524,Davis Tract Salt Marsh Restoration,,TBW,Habitat_Enhancement,Hydrologic_Restoration,2001,,27.8346,-82.3957,7,NA,,
